name,port,siz,atm,hyd,pop,gov,law,tl,uwp
System-0506,C,7,9,8,0,0,1,5,C798001-5
System-0507,D,4,6,3,7,2,4,4,D463724-4
System-0508,B,6,5,A,3,5,0,B,B65A350-B
System-0509,X,4,3,0,2,0,2,6,X430202-6
System-0510,X,3,3,6,7,6,6,4,X336766-4
System-0511,B,5,A,9,5,4,4,C,B5A9544-C
System-0512,D,4,4,4,6,5,8,4,D444658-4
System-0513,C,5,7,8,3,2,5,4,C578325-4
System-0514,C,5,2,0,7,4,0,6,C520740-6
System-0515,X,6,7,A,1,1,4,2,X67A114-2
System-0516,X,3,7,6,5,7,6,2,X376576-2
System-0517,B,3,1,0,6,8,A,B,B31068A-B
System-0518,A,8,6,4,7,A,E,A,A8647AE-A
System-0519,B,B,8,6,8,B,6,7,BB868B6-7
System-0520,X,7,4,4,9,6,6,2,X744966-2
System-0521,X,5,9,7,6,A,D,0,X5976AD-0
System-0522,C,8,9,A,9,9,C,A,C89A99C-A
System-0523,X,5,0,0,9,4,9,2,X500949-2
System-0524,E,9,A,3,2,0,2,5,E9A3202-5
System-0525,X,4,4,3,2,0,0,0,X443200-0
System-0526,E,7,8,5,7,5,1,7,E785751-7
System-0527,C,4,5,3,6,9,E,7,C45369E-7
System-0528,B,2,0,0,5,2,0,C,B200520-C
System-0529,C,8,6,7,9,8,9,9,C867989-9
System-0530,A,5,3,0,4,9,A,B,A53049A-B
System-0531,X,5,1,0,0,3,1,0,X510031-0
System-0532,C,4,1,0,4,3,8,A,C410438-A
System-0533,C,7,2,1,6,7,8,4,C721678-4
System-0534,B,4,3,1,1,0,0,B,B431100-B
System-0535,C,2,7,6,2,1,0,A,C276210-A
System-0536,E,5,8,6,0,0,0,6,E586000-6
System-0537,C,4,6,4,5,1,1,6,C464511-6
System-0538,X,8,9,9,3,3,1,1,X899331-1
System-0539,D,6,3,2,4,5,3,5,D632453-5
System-0540,X,7,6,6,C,F,J,1,X766CFJ-1
System-0541,B,3,2,1,5,9,A,A,B32159A-A
System-0542,C,9,A,8,3,3,7,A,C9A8337-A
System-0543,E,6,5,5,9,7,4,5,E655974-5
System-0544,C,4,2,3,7,6,5,8,C423765-8
System-0545,X,6,3,8,5,7,6,4,X638576-4
System-0546,D,3,0,0,9,8,7,8,D300987-8
System-0547,X,2,5,5,0,0,0,0,X255000-0
System-0548,D,1,0,0,4,2,2,6,D100422-6
System-0549,D,2,0,0,5,5,4,7,D200554-7
System-0550,C,6,9,A,1,5,2,C,C69A152-C
System-0551,E,4,1,0,6,7,9,8,E410679-8
System-0552,C,1,4,0,4,5,7,7,C140457-7
System-0553,E,3,0,0,1,4,2,7,E300142-7
System-0554,X,3,3,2,5,4,8,1,X332548-1
System-0555,D,4,5,6,3,6,4,5,D456364-5
System-0556,D,8,6,4,4,4,7,5,D864447-5
System-0557,D,3,1,0,A,E,G,7,D310AEG-7
System-0558,D,6,5,7,B,B,A,5,D657BBA-5
System-0559,C,2,0,0,3,2,0,A,C200320-A
System-0560,C,2,5,2,0,2,2,4,C252022-4
System-0561,C,3,0,0,2,0,0,9,C300200-9
System-0562,C,6,3,3,4,3,5,7,C633435-7
System-0563,X,3,3,5,4,2,3,0,X335423-0
System-0564,B,4,1,0,5,A,F,B,B4105AF-B
System-0565,E,7,5,4,4,6,4,6,E754464-6
System-0566,C,0,0,0,0,0,0,7,C000000-7
System-0567,E,3,6,5,7,6,6,6,E365766-6
System-0568,C,3,1,0,6,A,D,7,C3106AD-7
System-0569,D,7,A,6,3,0,0,7,D7A6300-7
System-0570,C,3,6,6,3,8,8,9,C366388-9
System-0571,E,B,9,A,4,4,5,4,EB9A445-4
System-0572,C,4,6,7,4,3,2,5,C467432-5
System-0573,X,3,1,0,6,7,6,2,X310676-2
System-0574,E,1,0,0,5,7,5,8,E100575-8
System-0575,E,8,7,9,0,1,3,2,E879013-2
System-0576,D,5,4,4,8,8,8,5,D544888-5
System-0577,B,1,5,0,8,B,B,C,B1508BB-C
System-0578,D,8,6,A,5,5,0,A,D86A550-A
System-0579,C,8,5,5,8,8,B,8,C85588B-8
System-0580,C,4,3,1,7,6,8,9,C431768-9
System-0581,B,5,4,6,6,8,4,6,B546684-6
System-0582,C,3,0,0,8,D,8,7,C3008D8-7
System-0583,B,3,7,9,3,4,6,8,B379346-8
System-0584,X,8,A,8,3,8,7,1,X8A8387-1
System-0585,X,4,5,3,3,0,0,1,X453300-1
System-0586,E,D,C,7,7,6,6,6,EDC7766-6
System-0587,B,6,3,5,4,3,6,8,B635436-8
System-0588,E,4,2,2,8,3,4,7,E422834-7
System-0589,C,9,8,9,5,8,B,5,C98958B-5
System-0590,X,B,F,7,4,1,1,0,XBF7411-0
System-0591,X,2,0,0,5,2,2,3,X200522-3
System-0592,D,4,3,7,7,5,5,9,D437755-9
System-0593,X,5,8,6,5,4,6,2,X586546-2
System-0594,X,8,9,A,6,5,4,2,X89A654-2
System-0595,D,5,5,7,7,3,6,5,D557736-5
System-0596,C,5,8,6,1,3,6,9,C586136-9
System-0597,C,6,2,4,6,2,0,8,C624620-8
System-0598,C,9,9,A,2,0,0,C,C99A200-C
System-0599,C,2,0,0,A,7,5,C,C200A75-C
System-0600,E,5,4,0,7,3,6,4,E540736-4
System-0601,C,7,A,8,5,6,B,9,C7A856B-9
System-0602,X,0,0,0,5,7,B,1,X00057B-1
System-0603,E,5,3,5,5,4,2,6,E535542-6
System-0604,D,6,7,5,6,1,3,6,D675613-6
System-0605,C,8,9,A,9,8,A,A,C89A98A-A
System-0606,X,1,0,0,4,4,2,6,X100442-6
System-0607,D,4,3,4,3,6,B,4,D43436B-4
System-0608,X,1,0,0,6,2,0,4,X100620-4
System-0609,C,2,4,3,7,7,6,5,C243776-5
System-0610,E,1,0,0,6,7,5,6,E100675-6
System-0611,B,7,3,7,5,4,0,C,B737540-C
System-0612,B,4,3,1,3,2,2,C,B431322-C
System-0613,C,5,3,7,7,6,A,9,C53776A-9
System-0614,E,5,5,9,7,5,8,7,E559758-7
System-0615,C,5,6,7,5,6,8,6,C567568-6
System-0616,X,A,7,A,7,4,3,2,XA7A743-2
System-0617,C,9,9,8,4,1,1,8,C998411-8
System-0618,X,5,4,4,3,8,9,2,X544389-2
System-0619,C,9,B,7,2,4,0,7,C9B7240-7
System-0620,C,5,8,A,6,7,6,7,C58A676-7
System-0621,E,3,0,0,7,3,0,7,E300730-7
System-0622,D,8,8,7,1,0,0,8,D887100-8
System-0623,B,D,A,3,6,7,8,9,BDA3678-9
System-0624,E,4,2,0,7,5,4,5,E420754-5
System-0625,X,0,0,0,6,1,0,2,X000610-2
System-0626,E,5,6,2,2,1,0,3,E562210-3
System-0627,B,5,7,5,4,2,6,6,B575426-6
System-0628,E,5,9,7,4,1,0,4,E597410-4
System-0629,E,7,A,5,7,7,6,5,E7A5776-5
System-0630,C,5,5,2,4,2,2,5,C552422-5
System-0631,B,5,2,2,1,0,4,A,B522104-A
System-0632,C,9,9,A,8,9,6,6,C99A896-6
System-0633,E,7,2,0,0,0,0,4,E720000-4
System-0634,C,3,1,0,2,1,0,8,C310210-8
System-0635,C,1,1,0,3,5,6,8,C110356-8
System-0636,X,3,0,0,5,5,7,6,X300557-6
System-0637,D,5,5,7,5,5,5,3,D557555-3
System-0638,C,4,1,0,2,4,4,6,C410244-6
System-0639,E,4,4,4,6,4,2,6,E444642-6
System-0640,E,5,7,6,4,2,5,4,E576425-4
System-0641,B,8,B,A,2,4,8,D,B8BA248-D
System-0642,C,2,2,3,5,9,C,9,C22359C-9
System-0643,C,4,4,2,1,0,0,B,C442100-B
System-0644,C,2,0,0,5,3,2,8,C200532-8
System-0645,E,0,0,0,4,2,1,A,E000421-A
System-0646,X,4,4,0,7,9,B,2,X44079B-2
System-0647,E,3,6,3,8,9,B,7,E36389B-7
System-0648,X,1,0,0,3,0,1,7,X100301-7
System-0649,E,6,8,A,0,0,0,6,E68A000-6
System-0650,C,6,9,A,2,3,0,A,C69A230-A
System-0651,C,7,5,3,4,4,8,6,C753448-6
System-0652,E,4,5,3,4,2,0,6,E453420-6
System-0653,B,5,6,1,5,7,6,B,B561576-B
System-0654,E,5,1,0,3,0,0,4,E510300-4
System-0655,C,9,8,7,8,9,6,3,C987896-3
System-0656,E,3,3,5,4,1,0,5,E335410-5
System-0657,E,2,4,1,6,5,4,7,E241654-7
System-0658,X,4,4,5,8,9,7,3,X445897-3
System-0659,B,7,9,A,9,6,1,D,B79A961-D
System-0660,B,5,0,0,6,3,4,7,B500634-7
System-0661,E,8,7,5,3,3,5,6,E875335-6
System-0662,C,5,8,7,6,7,8,6,C587678-6
System-0663,D,4,2,0,6,5,6,7,D420656-7
System-0664,E,5,5,5,3,0,1,3,E555301-3
System-0665,D,5,7,A,1,0,0,8,D57A100-8
System-0666,B,6,7,8,1,0,0,9,B678100-9
System-0667,C,5,2,1,2,6,9,5,C521269-5
System-0668,D,3,4,4,5,2,1,7,D344521-7
System-0669,C,2,0,0,9,7,8,9,C200978-9
System-0670,B,6,7,A,7,7,9,B,B67A779-B
System-0671,X,6,3,3,7,6,3,0,X633763-0
System-0672,X,6,9,A,6,9,7,3,X69A697-3
System-0673,X,1,0,0,1,0,2,3,X100102-3
System-0674,E,1,1,0,3,2,0,5,E110320-5
System-0675,E,8,9,A,6,9,A,5,E89A69A-5
System-0676,D,3,3,5,3,7,C,8,D33537C-8
System-0677,E,3,0,0,5,4,3,8,E300543-8
System-0678,E,3,6,6,4,3,7,4,E366437-4
System-0679,D,9,E,A,3,3,4,6,D9EA334-6
System-0680,X,4,1,0,4,3,0,4,X410430-4
System-0681,C,8,A,A,4,4,2,C,C8AA442-C
System-0682,D,5,5,0,8,B,E,2,D5508BE-2
System-0683,D,6,8,5,7,6,6,6,D685766-6
System-0684,E,6,9,A,3,0,0,A,E69A300-A
System-0685,X,9,6,6,0,4,0,2,X966040-2
System-0686,X,2,0,0,1,1,0,0,X200110-0
System-0687,E,3,2,3,7,A,9,5,E3237A9-5
System-0688,E,6,A,A,6,3,1,4,E6AA631-4
System-0689,C,7,5,6,7,9,4,3,C756794-3
System-0690,B,7,4,7,2,1,4,9,B747214-9
System-0691,D,1,0,0,3,3,1,A,D100331-A
System-0692,X,5,9,A,9,8,8,5,X59A988-5
System-0693,E,6,7,7,6,7,A,1,E67767A-1
System-0694,D,3,1,0,1,3,3,9,D310133-9
System-0695,C,6,5,2,6,5,5,8,C652655-8
System-0696,C,1,4,0,7,5,2,B,C140752-B
System-0697,X,6,7,6,7,8,B,2,X67678B-2
System-0698,C,8,5,5,6,2,0,4,C855620-4
System-0699,C,1,6,0,6,A,9,7,C1606A9-7
System-0700,C,4,2,2,4,4,3,7,C422443-7
System-0701,X,4,7,8,2,1,0,0,X478210-0
System-0702,E,4,6,7,3,5,3,6,E467353-6
System-0703,X,2,2,1,7,6,7,2,X221767-2
System-0704,D,9,7,A,2,5,9,A,D97A259-A
System-0705,B,4,8,A,7,3,3,8,B48A733-8
System-0706,D,8,9,A,0,0,0,6,D89A000-6
System-0707,C,5,3,6,5,4,6,9,C536546-9
System-0708,X,9,8,6,1,1,1,3,X986111-3
System-0709,X,6,3,0,7,3,3,0,X630733-0
System-0710,D,8,B,7,7,A,8,5,D8B77A8-5
System-0711,D,1,1,0,2,4,3,7,D110243-7
System-0712,X,8,C,A,4,1,2,1,X8CA412-1
System-0713,C,5,1,0,6,8,C,7,C51068C-7
System-0714,B,9,A,7,0,0,2,9,B9A7002-9
System-0715,D,3,0,0,3,1,1,7,D300311-7
System-0716,E,4,0,0,5,8,C,9,E40058C-9
System-0717,B,6,6,7,B,B,D,D,B667BBD-D
System-0718,D,4,7,9,6,8,B,4,D47968B-4
System-0719,X,1,4,0,7,6,8,0,X140768-0
System-0720,C,1,4,0,7,9,C,7,C14079C-7
System-0721,C,5,6,8,4,5,7,8,C568457-8
System-0722,E,6,5,5,A,E,E,A,E655AEE-A
System-0723,C,4,5,8,6,3,3,8,C458633-8
System-0724,C,2,0,0,6,9,6,5,C200696-5
System-0725,E,5,8,9,9,8,A,9,E58998A-9
System-0726,D,1,1,0,7,8,7,7,D110787-7
System-0727,C,3,1,0,3,5,3,9,C310353-9
System-0728,D,3,5,7,8,6,8,5,D357868-5
System-0729,A,6,7,2,5,3,4,C,A672534-C
System-0730,B,8,8,6,8,6,4,6,B886864-6
System-0731,E,6,6,9,A,7,9,9,E669A79-9
System-0732,C,9,9,A,8,5,0,6,C99A850-6
System-0733,C,0,0,0,2,0,0,8,C000200-8
System-0734,A,1,0,0,8,7,7,F,A100877-F
System-0735,X,7,5,5,7,4,1,0,X755741-0
System-0736,D,6,5,2,2,2,3,3,D652223-3
System-0737,B,1,3,0,3,4,6,B,B130346-B
System-0738,E,6,4,0,4,9,7,5,E640497-5
System-0739,C,8,A,A,2,0,0,9,C8AA200-9
System-0740,D,6,9,9,7,5,4,7,D699754-7
System-0741,D,1,0,0,4,3,0,7,D100430-7
System-0742,D,5,5,6,9,9,C,3,D55699C-3
System-0743,B,8,3,3,8,3,3,A,B833833-A
System-0744,D,6,6,3,4,7,8,2,D663478-2
System-0745,E,3,0,0,2,5,6,8,E300256-8
System-0746,D,6,7,3,9,C,D,5,D6739CD-5
System-0747,X,5,6,4,8,5,5,0,X564855-0
System-0748,E,4,3,8,5,7,5,6,E438575-6
System-0749,C,2,0,0,7,A,9,5,C2007A9-5
System-0750,E,8,4,5,F,F,A,A,E845FFA-A
System-0751,D,6,7,A,7,7,5,8,D67A775-8
System-0752,B,7,A,7,4,5,4,9,B7A7454-9
System-0753,C,0,0,0,6,6,3,A,C000663-A
System-0754,E,1,2,0,2,3,2,6,E120232-6
System-0755,C,6,7,A,4,4,6,9,C67A446-9
System-0756,C,3,4,6,6,9,8,8,C346698-8
System-0757,E,5,0,0,7,8,8,6,E500788-6
System-0758,D,4,6,2,2,1,1,8,D462211-8
System-0759,B,1,0,0,9,6,8,E,B100968-E
System-0760,C,5,5,3,2,5,5,6,C553255-6
System-0761,D,1,0,0,8,6,6,8,D100866-8
System-0762,E,0,0,0,4,0,4,A,E000404-A
System-0763,D,3,8,A,6,8,8,8,D38A688-8
System-0764,D,4,3,5,6,3,8,3,D435638-3
System-0765,E,6,5,5,1,2,1,3,E655121-3
System-0766,X,6,6,2,5,4,7,0,X662547-0
System-0767,E,A,B,7,7,A,A,2,EAB77AA-2
System-0768,D,6,8,7,5,5,3,8,D687553-8
System-0769,C,5,6,6,8,B,E,6,C5668BE-6
System-0770,E,B,7,A,4,7,B,8,EB7A47B-8
System-0771,X,5,5,3,2,2,0,0,X553220-0
System-0772,X,4,6,3,7,5,7,3,X463757-3
System-0773,C,8,7,7,9,6,5,5,C877965-5
System-0774,B,8,B,9,9,8,9,9,B8B9989-9
System-0775,X,3,1,0,3,3,5,0,X310335-0
System-0776,E,5,8,9,5,8,8,7,E589588-7
System-0777,D,8,C,9,3,0,1,9,D8C9301-9
System-0778,B,4,6,A,3,3,4,9,B46A334-9
System-0779,C,6,4,3,2,7,A,7,C64327A-7
System-0780,D,5,9,8,3,4,4,6,D598344-6
System-0781,B,8,4,4,5,4,2,A,B844542-A
System-0782,D,5,8,8,8,6,6,6,D588866-6
System-0783,D,3,6,7,4,2,2,8,D367422-8
System-0784,E,9,A,1,8,6,6,4,E9A1866-4
System-0785,C,4,5,2,4,0,1,A,C452401-A
System-0786,B,5,2,1,6,B,C,8,B5216BC-8
System-0787,E,2,5,A,5,1,6,5,E25A516-5
System-0788,E,6,6,8,6,7,6,6,E668676-6
System-0789,D,4,1,0,6,8,9,8,D410689-8
System-0790,C,8,6,5,6,9,A,8,C86569A-8
System-0791,B,5,5,8,4,2,0,7,B558420-7
System-0792,E,6,4,0,6,7,6,3,E640676-3
System-0793,D,5,8,5,4,5,5,5,D585455-5
System-0794,E,5,2,3,3,5,1,9,E523351-9
System-0795,E,5,5,5,6,7,5,2,E555675-2
System-0796,D,5,7,A,1,0,0,9,D57A100-9
System-0797,B,4,2,4,9,B,F,A,B4249BF-A
System-0798,C,5,A,A,2,0,0,B,C5AA200-B
System-0799,E,3,3,1,6,6,8,7,E331668-7
System-0800,C,5,3,4,6,8,D,7,C53468D-7
System-0801,C,6,6,7,5,8,8,5,C667588-5
System-0802,C,6,5,3,0,1,1,4,C653011-4
System-0803,E,7,5,A,5,6,1,8,E75A561-8
System-0804,D,6,7,7,3,1,3,2,D677313-2
System-0805,X,8,8,5,5,5,5,2,X885555-2
System-0806,B,8,9,A,7,4,5,7,B89A745-7
System-0807,D,2,1,0,5,1,2,4,D210512-4
System-0808,E,7,9,6,4,0,4,8,E796404-8
System-0809,C,3,1,0,5,9,7,6,C310597-6
System-0810,C,7,8,4,8,A,A,4,C7848AA-4
System-0811,X,6,8,5,3,0,0,3,X685300-3
System-0812,E,5,6,5,2,1,0,6,E565210-6
System-0813,X,8,7,4,4,5,9,3,X874459-3
System-0814,B,3,3,0,4,4,7,B,B330447-B
System-0815,E,3,5,5,3,1,2,6,E355312-6
System-0816,C,4,2,1,4,2,3,6,C421423-6
System-0817,X,5,4,4,3,0,0,4,X544300-4
System-0818,B,4,7,5,4,3,6,B,B475436-B
System-0819,C,C,D,7,4,2,6,A,CCD7426-A
System-0820,C,5,1,0,3,0,0,8,C510300-8
System-0821,A,3,2,2,4,6,9,C,A322469-C
System-0822,C,D,F,A,3,2,0,A,CDFA320-A
System-0823,E,8,C,8,2,1,1,8,E8C8211-8
System-0824,X,C,C,6,6,7,5,2,XCC6675-2
System-0825,X,4,2,2,4,9,8,3,X422498-3
System-0826,A,3,0,0,8,9,D,9,A30089D-9
System-0827,E,5,3,3,4,4,6,7,E533446-7
System-0828,B,3,1,0,5,7,7,8,B310577-8
System-0829,E,6,7,A,5,3,1,9,E67A531-9
System-0830,C,6,2,2,2,3,4,6,C622234-6
System-0831,D,5,2,1,7,8,D,6,D52178D-6
System-0832,A,2,0,0,5,5,8,B,A200558-B
System-0833,E,4,4,7,9,6,8,9,E447968-9
System-0834,B,2,5,8,1,0,3,C,B258103-C
System-0835,C,7,4,5,3,0,1,8,C745301-8
System-0836,E,6,8,7,0,0,1,7,E687001-7
System-0837,C,9,7,7,4,3,4,4,C977434-4
System-0838,D,8,7,2,4,8,7,2,D872487-2
System-0839,D,4,5,7,2,5,4,5,D457254-5
System-0840,X,4,6,7,1,0,0,4,X467100-4
System-0841,E,8,5,6,4,5,6,6,E856456-6
System-0842,D,6,7,7,3,4,8,4,D677348-4
System-0843,C,6,3,4,9,9,9,B,C634999-B
System-0844,C,3,3,2,9,9,8,B,C332998-B
System-0845,C,4,6,8,1,2,5,9,C468125-9
System-0846,D,6,8,A,6,4,6,5,D68A646-5
System-0847,E,7,6,4,6,5,7,3,E764657-3
System-0848,X,2,6,6,5,5,7,2,X266557-2
System-0849,B,6,7,8,8,D,B,4,B6788DB-4
System-0850,C,1,0,0,9,B,A,A,C1009BA-A
System-0851,B,5,8,A,0,0,4,A,B58A004-A
System-0852,C,C,F,8,1,5,4,A,CCF8154-A
System-0853,D,5,7,A,9,4,3,7,D57A943-7
System-0854,D,4,1,0,4,6,6,9,D410466-9
System-0855,E,7,8,A,8,9,A,4,E78A89A-4
System-0856,D,7,8,5,8,8,D,4,D78588D-4
System-0857,A,3,7,9,8,7,5,9,A379875-9
System-0858,C,7,6,8,9,B,A,6,C7689BA-6
System-0859,D,5,5,0,4,1,4,2,D550414-2
System-0860,D,4,8,8,2,5,5,9,D488255-9
System-0861,E,5,0,0,3,3,7,3,E500337-3
System-0862,B,3,2,2,5,9,9,9,B322599-9
System-0863,X,7,7,2,1,0,1,3,X772101-3
System-0864,C,7,4,2,E,D,C,6,C742EDC-6
System-0865,B,2,5,4,6,8,9,A,B254689-A
System-0866,D,3,4,1,9,5,5,9,D341955-9
System-0867,E,5,4,4,6,3,0,3,E544630-3
System-0868,X,5,7,8,1,0,0,2,X578100-2
System-0869,E,6,1,0,2,2,3,8,E610223-8
System-0870,X,6,4,6,2,1,2,1,X646212-1
System-0871,X,5,9,A,D,F,C,6,X59ADFC-6
System-0872,X,8,8,7,9,B,E,1,X8879BE-1
System-0873,C,5,3,4,2,4,3,A,C534243-A
System-0874,C,4,2,3,5,3,0,9,C423530-9
System-0875,A,4,5,5,4,0,0,C,A455400-C
System-0876,C,4,1,0,7,2,0,9,C410720-9
System-0877,C,3,5,4,2,0,5,B,C354205-B
System-0878,D,3,3,0,8,7,B,6,D33087B-6
System-0879,X,5,6,5,4,1,1,0,X565411-0
System-0880,X,6,9,9,8,8,8,1,X699888-1
System-0881,E,4,0,0,5,1,2,9,E400512-9
System-0882,C,6,9,9,8,D,G,6,C6998DG-6
System-0883,X,8,7,A,4,4,1,1,X87A441-1
System-0884,D,1,4,0,5,9,6,9,D140596-9
System-0885,C,7,4,2,2,3,4,9,C742234-9
System-0886,C,6,4,5,7,6,4,6,C645764-6
System-0887,C,7,9,A,6,7,A,5,C79A67A-5
System-0888,C,3,3,2,4,2,0,6,C332420-6
System-0889,X,4,4,3,6,8,A,1,X44368A-1
System-0890,D,4,8,9,6,6,A,6,D48966A-6
System-0891,D,0,0,0,7,4,1,5,D000741-5
System-0892,X,3,1,0,7,C,C,0,X3107CC-0
System-0893,X,3,1,0,3,0,0,5,X310300-5
System-0894,E,4,6,5,3,6,A,7,E46536A-7
System-0895,X,F,F,7,7,2,1,2,XFF7721-2
System-0896,C,6,8,6,8,9,8,8,C686898-8
System-0897,E,6,2,2,0,0,0,5,E622000-5
System-0898,A,6,4,0,9,4,3,B,A640943-B
System-0899,E,7,7,7,3,3,1,4,E777331-4
System-0900,B,5,6,8,6,9,C,6,B56869C-6
System-0901,D,6,4,0,6,8,7,6,D640687-6
System-0902,E,6,9,A,4,7,4,4,E69A474-4
System-0903,B,7,6,4,3,4,5,9,B764345-9
System-0904,C,F,F,8,7,4,4,7,CFF8744-7
System-0905,B,4,5,2,6,5,4,A,B452654-A
System-0906,C,6,3,3,9,D,D,4,C6339DD-4
System-0907,C,3,3,3,1,0,0,A,C333100-A
System-0908,B,7,2,0,2,2,0,B,B720220-B
System-0909,B,4,3,4,6,8,9,B,B434689-B
System-0910,C,2,4,2,1,2,2,8,C242122-8
System-0911,C,6,B,5,9,A,6,B,C6B59A6-B
System-0912,D,8,4,6,5,5,5,5,D846555-5
System-0913,X,5,6,6,4,5,6,2,X566456-2
System-0914,E,8,A,A,7,6,2,6,E8AA762-6
System-0915,D,1,1,0,6,7,5,5,D110675-5
System-0916,C,7,7,5,0,1,0,4,C775010-4
System-0917,E,6,B,6,3,7,9,4,E6B6379-4
System-0918,X,4,5,7,5,9,7,2,X457597-2
System-0919,B,8,4,2,1,0,1,9,B842101-9
System-0920,C,6,9,A,1,2,4,A,C69A124-A
System-0921,D,3,3,3,3,1,4,6,D333314-6
System-0922,C,3,0,0,4,3,1,7,C300431-7
System-0923,C,5,6,7,5,5,4,6,C567554-6
System-0924,X,4,0,0,4,3,7,2,X400437-2
System-0925,B,4,3,0,5,9,8,B,B430598-B
System-0926,E,5,5,6,3,2,1,2,E556321-2
System-0927,X,5,5,9,3,1,4,2,X559314-2
System-0928,E,6,2,0,2,0,1,9,E620201-9
System-0929,C,5,7,4,6,5,5,7,C574655-7
System-0930,C,6,1,0,6,1,0,9,C610610-9
System-0931,C,7,C,8,4,0,0,A,C7C8400-A
System-0932,X,5,5,1,4,2,0,2,X551420-2
System-0933,E,6,B,5,4,4,0,5,E6B5440-5
System-0934,D,8,8,3,8,7,A,4,D88387A-4
System-0935,D,8,7,2,4,7,8,4,D872478-4
System-0936,C,6,9,9,5,5,1,6,C699551-6
System-0937,C,6,6,9,4,6,7,6,C669467-6
System-0938,A,4,4,4,7,C,F,D,A4447CF-D
System-0939,D,6,7,4,3,0,2,3,D674302-3
System-0940,X,1,3,0,6,4,4,3,X130644-3
System-0941,X,4,2,2,3,3,2,3,X422332-3
System-0942,E,9,A,6,7,4,9,2,E9A6749-2
System-0943,C,5,7,7,2,0,0,7,C577200-7
System-0944,B,4,5,5,3,0,2,8,B455302-8
System-0945,A,5,A,5,6,6,7,D,A5A5667-D
System-0946,D,4,5,3,6,6,4,7,D453664-7
System-0947,X,7,A,7,4,6,7,0,X7A7467-0
System-0948,E,2,6,5,2,2,1,8,E265221-8
System-0949,X,6,7,A,5,2,1,5,X67A521-5
System-0950,E,6,6,7,2,1,4,5,E667214-5
System-0951,C,5,3,2,8,B,F,9,C5328BF-9
System-0952,C,2,3,4,1,3,6,8,C234136-8
System-0953,C,7,B,8,5,A,A,8,C7B85AA-8
System-0954,D,0,0,0,2,1,1,9,D000211-9
System-0955,C,9,C,9,3,3,4,8,C9C9334-8
System-0956,E,1,2,0,2,2,7,7,E120227-7
System-0957,B,8,6,6,6,8,9,A,B866689-A
System-0958,B,1,1,0,6,6,4,C,B110664-C
System-0959,C,4,3,5,4,3,4,6,C435434-6
System-0960,E,4,1,0,3,2,2,9,E410322-9
System-0961,C,3,4,7,5,5,4,6,C347554-6
System-0962,E,5,2,4,1,2,3,3,E524123-3
System-0963,D,3,0,0,1,0,2,7,D300102-7
System-0964,E,5,5,3,9,A,D,8,E5539AD-8
System-0965,C,9,8,A,5,4,4,8,C98A544-8
System-0966,X,9,A,2,7,4,6,2,X9A2746-2
System-0967,D,2,4,7,9,8,7,9,D247987-9
System-0968,B,5,A,5,5,4,3,8,B5A5543-8
System-0969,C,7,7,6,6,3,4,7,C776634-7
System-0970,A,7,9,A,3,4,2,E,A79A342-E
System-0971,X,5,5,7,8,8,6,0,X557886-0
System-0972,X,3,2,2,6,8,6,1,X322686-1
System-0973,C,7,9,8,5,9,9,5,C798599-5
System-0974,B,7,5,5,6,6,9,8,B755669-8
System-0975,D,5,3,8,7,6,5,5,D538765-5
System-0976,D,1,0,0,0,0,1,A,D100001-A
System-0977,D,5,5,2,3,0,0,8,D552300-8
System-0978,D,8,3,1,6,7,7,6,D831677-6
System-0979,C,7,7,7,3,2,5,7,C777325-7
System-0980,X,5,7,5,2,0,3,1,X575203-1
System-0981,X,6,2,0,9,D,D,0,X6209DD-0
System-0982,B,4,6,3,7,6,4,B,B463764-B
System-0983,X,7,9,7,7,6,5,1,X797765-1
System-0984,C,5,5,7,7,3,3,6,C557733-6
System-0985,A,3,5,3,8,C,B,D,A3538CB-D
System-0986,E,0,0,0,D,B,C,D,E000DBC-D
System-0987,X,1,6,0,3,4,1,3,X160341-3
System-0988,X,6,7,3,6,7,6,2,X673676-2
System-0989,X,2,2,2,9,9,D,5,X22299D-5
System-0990,E,9,A,1,8,B,9,5,E9A18B9-5
System-0991,C,6,6,9,8,8,A,6,C66988A-6
System-0992,D,4,8,A,5,9,9,5,D48A599-5
System-0993,X,3,2,2,2,2,0,4,X322220-4
System-0994,D,7,5,2,5,4,2,7,D752542-7
System-0995,D,4,6,9,5,7,7,4,D469577-4
System-0996,D,7,7,8,4,9,9,6,D778499-6
System-0997,X,9,5,2,6,6,A,0,X95266A-0
System-0998,A,3,2,0,9,7,8,B,A320978-B
System-0999,X,7,6,6,5,6,8,3,X766568-3
System-1000,B,6,4,5,6,8,B,6,B64568B-6
System-1001,E,F,D,8,3,3,2,7,EFD8332-7
System-1002,B,4,8,8,4,9,A,B,B48849A-B
System-1003,B,7,7,A,2,0,0,B,B77A200-B
System-1004,D,6,4,3,3,6,2,7,D643362-7
System-1005,C,2,5,7,4,3,3,7,C257433-7
System-1006,C,3,2,0,5,4,7,7,C320547-7
System-1007,B,4,6,5,4,2,3,8,B465423-8
System-1008,C,3,2,0,5,8,8,B,C320588-B
System-1009,X,A,E,A,8,9,A,2,XAEA89A-2
System-1010,X,3,2,2,0,0,1,5,X322001-5
System-1011,X,6,A,4,5,9,D,0,X6A459D-0
System-1012,C,2,2,0,8,9,B,8,C22089B-8
